"","prov_id","kode_rs","nama_unit","alamat","nama_prov","jenis_faskes","lat","lng"
"330",31,"3173073","RS Umum Islam Jakarta Cempaka Putih","Jl. Cempaka Putih Tengah I Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.170311,106.870712
"331",31,"3173062","RS PGI Cikini","Jl. Raden Saleh No. 40 Jakpus","DKI JAKARTA","Rumah Sakit",-6.191483,106.84198
"332",31,"3173040","RS Umum Husada","Jl. Raya Mangga Besar No.137/139 Jakpus","DKI JAKARTA","Rumah Sakit",-6.148722,106.834633
"333",31,"3173036","RS Umum AL Dr Mintoharjo","Jl. Bendungan Hilir 17 Jakpus","DKI JAKARTA","Rumah Sakit",-6.21095,106.811996
"334",31,"3173025","RS Umum PAD Gatot Soebroto","Jl. Dr. Abdul  Rahman Saleh No. 24  Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.176172,106.838715
"335",31,"3173014","RSUPN Dr. Cipto Mangunkusumo","    Jl. Diponegoro 71 Jakarta Pusat","DKI JAKARTA","Rumah Sakit",-6.196661,106.845154
"336",31,"3172746","RS Jiwa Duren Sawit","Jl. Duren Sawit Baru Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.232133,106.908867
"337",31,"3172735","RS Jiwa Islam Klender","Jl. Bunga Rampai X P.Klender Jaktim","DKI JAKARTA","Rumah Sakit",-6.221719,106.934692
"338",31,"3172724","RS Umum Haji Jakarta","Jl. Raya Pondok Gede","DKI JAKARTA","Rumah Sakit",-6.290036,106.889297
"339",31,"3172713","RS Umum Mediros","Jl. Perintis Kemerdekaan  Kav.149 Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.179628,106.903824
"340",31,"3172702","RS Umum Dharma Nugraha","Jl. Balai Pustaka Baru 19 Rawamangun","DKI JAKARTA","Rumah Sakit",-6.199342,106.854599
"341",31,"3172590","RS Umum Yadika","Jl. Pahlawan Revolusi No.47 Pondok Bambu Jaktim","DKI JAKARTA","Rumah Sakit",-6.255228,106.777924
"342",31,"3172553","RS Umum Harapan Bunda","Jl. Raya Bogor Km.22 No.44 Jaktim","DKI JAKARTA","Rumah Sakit",-6.303031,106.867432
"343",31,"3172531","RS Umum Harapan Jayakarta","Jl. Bekasi Timur Raya No.6 Km.18, Kel. Jatinegara, Kec. Cakung, Jaktim","DKI JAKARTA","Rumah Sakit",-6.194922,106.906128
"344",31,"3172520","RS Umum Harum","Jl. Tarum Barat, Kalimalang","DKI JAKARTA","Rumah Sakit",-6.247692,106.909264
"345",31,"3172516","RS Umum Kartika Pulo Mas","Jl. Pulo Mas Timur K No 2 Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.174064,106.885094
"346",31,"3172505","RS Umum Islam Jakarta Timur","Jl. Raya Pondok Kopi Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.220206,106.940094
"347",31,"3172495","RS Umum Omni Medical Center","Jl. Pulomas Barat VI No. 20. ","DKI JAKARTA","Rumah Sakit",-6.17995,106.883614
"348",31,"3172301","RS Khusus Bedah Rawamangun","Jl. Balai Pustaka Raya No. 29 - 31, Rawamangun","DKI JAKARTA","Rumah Sakit",-6.196614,106.884544
"349",31,"3172243","RS Umum Hermina","Jl. Jatinegara Barat 126,Jaktim","DKI JAKARTA","Rumah Sakit",-6.220242,106.864639
"350",31,"3172137","RS Ibu dan Anak Sayyidah"," Jl. Taman malaka Selatan No.6 Pondok Kelapa, Jaktim","DKI JAKARTA","Rumah Sakit",-6.232531,106.932259
"351",31,"3172126","RS Umum Daerah Pasar Rebo","Jl. TB Simatupang No.30","DKI JAKARTA","Rumah Sakit",-6.318383,106.867393
"352",31,"3172094","RS Umum FK UKI","Jl. May.Jen Soetoyo Cawang,Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.250919,106.872002
"353",31,"3172083","RS Tk IV Cijantung","Jl. Mahoni No. 1 Cijantung II Rt 005/004  Pasar Rebo Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.307281,106.859001
"354",31,"3172050","RS Pusdikkes"," Jl. Raya Bogor, Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.276139,106.869011
"355",31,"3172035","RS Umum Pengayom Cipinang","Jl. Raya Bekasi Timur 170 B, Jaktim","DKI JAKARTA","Rumah Sakit",-6.209758,106.892807
"356",31,"3172024","RS Umum Daerah Budhi Asih","Jl. Dewi Sartika, Cawang III/ 200,Jakarta Timur","DKI JAKARTA","Rumah Sakit",-6.256169,106.863365
"357",31,"3172013","RSUP Persahabatan","    Jl. Persahabatan Raya No. 1,Jaktim","DKI JAKARTA","Rumah Sakit",-6.204058,106.884773
"358",31,"3171781","RS Muhammadiyah Taman Puring","Jl. Gandaria I/20 Kebayoran Baru Jaksel","DKI JAKARTA","Rumah Sakit",-6.2416,106.787003
"359",31,"3171757","RS Bersalin Durentiga","Jl. Duren Tiga Raya No.5 Pancoran Jaksel","DKI JAKARTA","Rumah Sakit",-6.253381,106.841003
"360",31,"3171746","RS Umum Aulia","Jl. Jeruk Raya No.15 RT.011 RW 01,Jagakarsa Jaksel","DKI JAKARTA","Rumah Sakit",-6.335,106.827003
"361",31,"3171735","RS Umum Jakarta Medical Center (JMC)","Jl. Buncit Raya No.15, Kalibata, Pancoran","DKI JAKARTA","Rumah Sakit",-6.271394,106.8302
"362",31,"3171724","RS Ibu dan Anak Brawijaya Women and Children Hospi","Jl..Taman Brawijaya No.1,Cepete Utara,Jaksel","DKI JAKARTA","Rumah Sakit",-6.257381,106.807541
"363",31,"3171713","RS Bersalin Kartini","Jl. Ciledug Raya No.94-96 Cipulir, Keabayoran Lama","DKI JAKARTA","Rumah Sakit",-6.238389,106.769966
"364",31,"3171702","RS Ibu dan Anak Zahirah","Jl. Sirsak No.21 RT/RW 009/001,Jagakarsa,Jaksel","DKI JAKARTA","Rumah Sakit",-6.335719,106.8237
"365",31,"3171691","RS Gigi dan Mulut Univ.Prof.Moestopo","Jl. Bintaro Permai Raya,Jaksel","DKI JAKARTA","Rumah Sakit",-6.255444,106.766953
"366",31,"3171680","RS Umum Tria Dipa","Jl. Raya Pasar Minggu No.3A,Jaksel","DKI JAKARTA","Rumah Sakit",-6.250483,106.842651
"367",31,"3171676","RS Umum Indah Medika","Jl. Tebet Raya No. 4-6,Jaksel","DKI JAKARTA","Rumah Sakit",-6.229464,106.848236
"368",31,"3171665","RS Umum Medistra","Jl. Gatot Subroto Kav  59,","DKI JAKARTA","Rumah Sakit",-6.240011,106.833794
"369",31,"3171643","RS Umum Siaga Raya","Jl. Siaga Raya Kav.4-8, Pejaten Barat pAsar minggu Jaksel","DKI JAKARTA","Rumah Sakit",-6.272933,106.838211
"370",31,"3171632","RS Umum Agung","Jl. Sultan Agung No.67,Jaksel","DKI JAKARTA","Rumah Sakit",-6.209253,106.844681
"371",31,"3171621","RSU Gandaria","Jl. Gandaria Tengah 11 Kby Baru,Jaksel","DKI JAKARTA","Rumah Sakit",-6.246517,106.792992
"372",31,"3171610","RS Umum Harapan Kartini","Jl. Ampera Raya No.1,Jaksel","DKI JAKARTA","Rumah Sakit",-6.286136,106.815636
"373",31,"3171574","RS Umum Prikasih","Jl. RS Fatmawati Raya No. 74, Pd. Labu-Cilandak","DKI JAKARTA","Rumah Sakit",-6.313358,106.794991
"374",31,"3171552","RS Khusus Bedah THT Yayasan Yurino","Jl. Ciranjang No.20-22,Jaksel","DKI JAKARTA","Rumah Sakit",-6.235778,106.810783
"375",31,"3171515","RS Umum MMC","Jl. H R. Rasuna Said No.21,Jaksel","DKI JAKARTA","Rumah Sakit",-6.219878,106.832413
"376",31,"3171504","RS Umum Pondok Indah","Jl. Metro Duta Kav. UE Pondok  Indah,Jaksel","DKI JAKARTA","Rumah Sakit",-6.280486,106.78035
"377",31,"3171461","RS Umum Tebet","Jl Let.Jen.MT Haryono kav 13 Jakarta Selatan","DKI JAKARTA","Rumah Sakit",-6.238467,106.851471
"378",31,"3171450","RS Umum Setia Mitra","Jl. Fatmawati No. 80-82,Jaksel","DKI JAKARTA","Rumah Sakit",-6.269361,106.806053
"379",31,"3171424","RS Khusus Mata Aini Prof. dr. Isak Salim","Jl. HR Rasuna Said,Jaksel","DKI JAKARTA","Rumah Sakit",-6.213887,106.827423
"380",31,"3171413","RS Ibu dan Anak Asih","Jl. Panglima Polim I/34 Melawai - Kebayorann Baru","DKI JAKARTA","Rumah Sakit",-6.250139,106.797523
"381",31,"3171286","RS Ibu dan Anak Budhi Jaya","Jl. Dr. Sahardjo 120, Jaksel","DKI JAKARTA","Rumah Sakit",-6.219008,106.844986
"382",31,"3171216","RS Bersalin Panti Nugeraha","Jl. Senayan 26 Kby.Baru,Jaksel","DKI JAKARTA","Rumah Sakit",-6.235617,106.816223
"383",31,"3171060","RS Jiwa Dharmawangsa","Jl. Darmawangsa Raya Blok P/ II No.13, Jakarta Selatan","DKI JAKARTA","Rumah Sakit",-6.252297,106.803963
"384",31,"3171045","RS Umum Jakarta","Jl. Jend.Sudirman Kav.49,Jaksel","DKI JAKARTA","Rumah Sakit",-6.227203,106.802185
"385",31,"3171034","RS Umum AL Cilandak","Jl. Raya Cilandak, KKO Jaksel","DKI JAKARTA","Rumah Sakit",-6.309597,106.814873
"386",31,"3171023","RS Umum Pusat Pertamina","Jl. Kyai Maja No.43 Kebayoran Baru,Jakarta Selatan","DKI JAKARTA","Rumah Sakit",-6.242836,106.800476
"387",31,"3171012","RSUP Fatmawati"," Jl. RS Fatmawati Cilandak,Jaksel","DKI JAKARTA","Rumah Sakit",-6.294844,106.795563
"388",32,"3278081","RS Umum Prasetya Bunda","Jl. Ir. H. Juanda No.1, Indihiang Kota Tasikmalaya","JAWA BARAT","Rumah Sakit",-7.305178,108.204903
"389",32,"3277031","RS Umum Tk II Dustira","Jl. dr. Dustira No.1 Kel. Baros Kec. Cimahi Tengah ","JAWA BARAT","Rumah Sakit",-6.886111,107.535568
"390",32,"3277020","RS Umum Daerah Cibabat"," Jl. Jend. H. Amir Machmud No. 140 Kel. Cibabat Kec. Cimahi Utara","JAWA BARAT","Rumah Sakit",-6.87965,107.550835
"391",32,"3277018","RS Umum Mitra Anugrah Lestari"," Jl. Cibaligo No.76, Kel. Cigugur Tengah Kec. Cimahi Tengah ","JAWA BARAT","Rumah Sakit",-6.900622,107.55584
"392",32,"3276146","RS Umum Hasanah Graha Afiah","Jl. Raden Saleh No.42 (Studio Alam TVRI) Depok","JAWA BARAT","Rumah Sakit",-6.402353,106.838158
"393",32,"3276135","RS Umum Simpangan Depok","Jl. Raya Bogor Km.36,Sukamaju Sukmajaya Depok","JAWA BARAT","Rumah Sakit",-6.408589,106.861
"394",32,"3276124","RS Umum Daerah Kota Depok"," Jl. Raya Muchtar No. 99 Sawangan ","JAWA BARAT","Rumah Sakit",-6.395,106.796753
"395",32,"3276017","RS Umum Sentra Medika"," Jl. Raya Bogor KM. 33 Cisalak, Sukmajaya, Depok","JAWA BARAT","Rumah Sakit",-6.390831,106.864998
"396",32,"3275373","RS Umum Mitra Keluarga Cibubur","Jl. Alternatif  Transyogi, Cibubur","JAWA BARAT","Rumah Sakit",-6.383819,106.933449
"397",32,"3275307","RS Umum Hosana Medica Bekasi","Jl. Pramuka No.12 Rt.004/Rw002 Kel.Sepanjang Jaya Kec.Rawalumbu Bekasi ","JAWA BARAT","Rumah Sakit",-6.269564,106.998917
"398",32,"3275296","RS Umum Islam dr. Subki Abdulkadir","Jl. R.A. Kartini No.66,Bekasi","JAWA BARAT","Rumah Sakit",-6.249814,106.999931
"399",32,"3275263","RS Umum Citra Harapan","Jl.Raya Harapan Indah Kawasan Sentra Niaga No. 3-5 Harapan Indah Pejuang, Medan Satria Kota Bekasi ","JAWA BARAT","Rumah Sakit",-6.185328,106.977364
"400",32,"3275207","RS Umum Graha Juanda","Jl. IR. H. Juanda No. 326, Bekasi Timur","JAWA BARAT","Rumah Sakit",-6.2521,107.029999
"401",32,"3275141","RS Umum Permata Bekasi"," Jl. Legenda Raya No. 9 Mustika Jaya, Bekasi","JAWA BARAT","Rumah Sakit",-6.277694,107.044205
"402",32,"3275130","RS Umum Bhakti Kartini","Jl. R.A. Kartini No.11 Bekasi","JAWA BARAT","Rumah Sakit",-6.247894,107.001556
"403",32,"3275115","RS Umum Hermina Bekasi","Jl. Kemakmuran No.39 Margajaya Bekasi","JAWA BARAT","Rumah Sakit",-6.241489,106.99456
"404",32,"3275094","RS Umum Mitra Keluarga Bekasi Barat","Jl. Jend. Ahmad Yani - Kayuringin Jaya, Bekasi","JAWA BARAT","Rumah Sakit",-6.240947,106.992737
"405",32,"3275083","RS Seto Hasbadi","Jl. Raya Seroja No. 19 Harapan Jaya Bekasi Utara","JAWA BARAT","Rumah Sakit",-6.202011,106.988724
"406",32,"3275061","RS Persada Medika","Jl. Raya Hankam No. 17 Pondok Melati Kota Bekasi ","JAWA BARAT","Rumah Sakit",-6.296233,106.921158
"407",32,"3275050","RS Umum Budi Lestari","Jl. KH. Noer Ali No. 2 Kayuringin Bekasi Selatan - Bekasi","JAWA BARAT","Rumah Sakit",-6.247956,106.981323
"408",32,"3275039","RS Umum Masmitra"," Jl. Kelurahan Jati Makmur No.40, Pondok Gede Kota Bekasi","JAWA BARAT","Rumah Sakit",-6.285186,106.926605
"409",32,"3275035","RS Umum Sentosa"," Jl. Pahlawan No. 60, Duren Jaya Bekasi","JAWA BARAT","Rumah Sakit",-6.242769,107.026001
"410",32,"3275024","RS Umum Mekar Sari Bekasi","Jl. Mekar Sari No. 1 Bekasi","JAWA BARAT","Rumah Sakit",-6.232814,107.010727
"411",32,"3275017","RS Ibu dan Anak Karunia Kasih"," Jl. Raya Jatiwaringin No.133, Pd Gede Bekasi","JAWA BARAT","Rumah Sakit",-6.27585,106.913002
"412",32,"3275013","RS Umum Daerah dr. Chasbullah Abdulmadjid","Jl. Pramuka No. 55 Bekasi","JAWA BARAT","Rumah Sakit",-6.268111,107.082497
"413",32,"3274111","RS Umum Muhammadiyah","Jl. Dr. Wahidin Sudirohusodo No.79 Cirebon","JAWA BARAT","Rumah Sakit",-6.716667,108.566666
"414",32,"3274100","RS Umum Budi Asta","Jl. Kalitanjung No.51 Cirebon","JAWA BARAT","Rumah Sakit",-6.747719,108.535004
"415",32,"3274075","RS Umum Budi Luhur","Jl. Pramuka Kebon Pelok Harjamukti Cirebon","JAWA BARAT","Rumah Sakit",-6.763033,108.531075
"416",32,"3274064","RS Ibu dan Anak Putera Bahagia","Jl. Ciremai Raya No 114 Perumnas Cirebon","JAWA BARAT","Rumah Sakit",-6.716667,108.566666
"417",32,"3274053","RS Umum Pelabuhan Cirebon","Jl. Sisingamangaraja No.45 Cirebon 45112","JAWA BARAT","Rumah Sakit",-6.713447,108.567299
"418",32,"3274031","RS Ibu dan Anak Panti Abdi Dharma","Jl. Pulasaren No.07 Cirebon 45114","JAWA BARAT","Rumah Sakit",-6.723811,108.566879
"419",32,"3274020","RS Umum Tk. III Ciremai","Jl. Kesambi No. 237 Cirebon","JAWA BARAT","Rumah Sakit",-6.737986,108.549698
"420",32,"3274016","RS Umum Daerah Gunung Jati","  Jl. Kesambi No.56 Cirebon - 45134","JAWA BARAT","Rumah Sakit",-6.731181,108.555885
"421",32,"3273539","RS Umum Hermina Pasteur","Jl. Dr. Djundjunan No.107 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.895614,107.588509
"422",32,"3273528","RS Ibu dan Anak Melinda","Jl. Pajajaran No.46 Kel Pasirkaliki, Kec. Cicendo, Kota Bandung","JAWA BARAT","Rumah Sakit",-6.906814,107.603363
"423",32,"3273517","RS Umum AMC","Jl. Raya Cileunyi Rancaekek, No 1 RT 01 RW 16 Kel.Andir
Kec. Cileunyi Wetan Kab. Bandung","JAWA BARAT","Rumah Sakit",-6.953358,107.766785
"424",32,"3273486","RS Umum Santosa Hospital Bandung Central","Jl. Kebon Jati No.38,Bandung","JAWA BARAT","Rumah Sakit",-6.918497,107.59816
"425",32,"3273464","RS Khusus Gigi dan Mulut UNPAD","Jl. Sekeloa Selatan I Bandung","JAWA BARAT","Rumah Sakit",-6.888811,107.618584
"426",32,"3273453","RS Khusus Ginjal NY R.A. Habibie","Jl. Tubagus Ismail No. 46 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.885364,107.619629
"427",32,"3273442","RS Umum Bina Sehat","Jl. Raya Dayeuhkolot No.325 Bandung","JAWA BARAT","Rumah Sakit",-6.986089,107.624001
"428",32,"3273431","RS Khusus Bedah Halmahera Siaga","Jl. LL RE Martadinata No. 28 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.907233,107.616028
"429",32,"3273420","RS Umum Al-Islam Bandung","Jl. Soekarno. Hatta 644 Bandung","JAWA BARAT","Rumah Sakit",-6.939222,107.668999
"430",32,"3273405","RS Umum Daerah Kota Bandung","  Jl. Rumah Sakit 22 Ujung Berung, Kota Bandung","JAWA BARAT","Rumah Sakit",-6.915342,107.698669
"431",32,"3273201","RS Paru Dr. H. A. Rotinsulu","Jl. Bukit Jarian No. 40 Bandung","JAWA BARAT","Rumah Sakit",-6.877661,107.60656
"432",32,"3273191","RS Khusus Mata Cicendo","  Jl. Cicendo No.4 Bandung","JAWA BARAT","Rumah Sakit",-6.9099,107.603996
"433",32,"3273176","RS Umum Tk IV 03.07.03Sariningsih","Jl. L.L. RE. Martadinata No. 9 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.907231,107.613869
"434",32,"3273121","RS Umum Rajawali","Jl. Rajawali No.38 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.91255,107.572998
"435",32,"3273110","RS Umum Bungsu","Jl. Veteran No. 6 Bandung","JAWA BARAT","Rumah Sakit",-6.918519,107.612999
"436",32,"3273106","RS Umum Muhammadiyah","Jl. K.H. Ahmad Dahlan No.53 Bandung","JAWA BARAT","Rumah Sakit",-6.93355,107.623001
"437",32,"3273096","RS Umum Pindad","Jl. Gatot Soebroto No. 517 Kel. Sukapura Kec. Kiaracondong","JAWA BARAT","Rumah Sakit",-6.925456,107.631348
"438",32,"3273085","RS Umum Advent Bandung","Jl. Cihampelas No. 161 Bandung","JAWA BARAT","Rumah Sakit",-6.892069,107.603996
"439",32,"3273074","RS Umum Santo Borromeus","Jl. Ir. H. Juanda  No.100 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.893981,107.612999
"440",32,"3273063","RS Umum Santo Yusup","Jl. Cikutra No. 7 Kota Bandung","JAWA BARAT","Rumah Sakit",-6.90695,107.643822
"441",32,"3273052","RS Umum Immanuel Bandung","Jl. Kopo 161 Bandung","JAWA BARAT","Rumah Sakit",-6.93545,107.596001
"442",32,"3273030","RS Umum Lanud dr. M. Salamun","Jl. Ciumbuleuit 203 Bandung","JAWA BARAT","Rumah Sakit",-6.864889,107.605003
"443",32,"3273026","RS Umum Sartika Asih","Jl. Moch. Toha No. 369 Bandung","JAWA BARAT","Rumah Sakit",-6.956344,107.612114
"444",32,"3273015","RS Umum Pusat Dr. Hasan Sadikin","   Jl. Pasteur No. 38 Bandung","JAWA BARAT","Rumah Sakit",-6.899186,107.598267
"445",32,"3272062","RS Umum Kartika Kasih"," Jl. Jenderal Ahmad Yani No.18A, Kota Sukabumi","JAWA BARAT","Rumah Sakit",-6.922156,106.927231
"446",32,"3272051","RS Umum Assyifa Sukabumi","Jl. Jend Sudirman No. 3 Kota Sukabumi","JAWA BARAT","Rumah Sakit",-6.918994,106.916962
"447",32,"3272036","RS Umum Ridogalih","Jl. Gudang No. 24 Sukabumi","JAWA BARAT","Rumah Sakit",-6.921878,106.934265
"448",32,"3272014","RS Umum Daerah R Syamsudin SH","   Jl. Rumah Sakit No. 1 Kota Sukabumi","JAWA BARAT","Rumah Sakit",-6.914967,106.934547
"449",32,"3271161","RS Umum Melania","Jl. Pahlawan No.91, Kota Bogor","JAWA BARAT","Rumah Sakit",-6.611417,106.80069
"450",32,"3271126","RS Umum Bogor Medical Centre","Jl. Pajajaran Indah V No.97, Bogor Timur Kota Bogor","JAWA BARAT","Rumah Sakit",-6.607697,106.810799
"451",32,"3271115","RS Umum Hermina Bogor","Jl. Ring Road I Kav. 23,25,27 Perum Taman Yasmin Bogor","JAWA BARAT","Rumah Sakit",-6.556142,106.777496
"452",32,"3271072","RS Umum Azra","Jl. Raya Pajajaran No.219, Bogor Utara Kota Bogor","JAWA BARAT","Rumah Sakit",-6.579033,106.807487
"453",32,"3271046","RS Jiwa dr. H. Marzoeki Mahdi","Jl. dr. Sumeru No.114 Kota Bogor","JAWA BARAT","Rumah Sakit",-6.589422,106.793076
"454",32,"3271035","RS Umum Dr Muhamad Hassan Toto","Jl. Sardjio No. 1, Semplak Kec. Kemang","JAWA BARAT","Rumah Sakit",-6.544467,106.762337
"455",32,"3271024","RS Umum Salak","Jl. Jend Sudirman No. 8 Kota Bogor","JAWA BARAT","Rumah Sakit",-6.587328,106.796913
"456",32,"3271013","RS Umum PMI Bogor","Jl. Raya Pajajaran No. 80 Bogor","JAWA BARAT","Rumah Sakit",-6.597042,106.806114
"457",32,"3216362","RS Umum Karya Medika II"," Jl. Sultan Hasanuddin No.63 Kec. Tambun Selatan","JAWA BARAT","Rumah Sakit",-6.264219,107.068001
"458",32,"3216351","RS Umum Kartika Husada","Jl. Raya Mangunjaya No.07 Kp.Rukem,Tambun - Bekasi","JAWA BARAT","Rumah Sakit",-6.244592,107.064629
"459",32,"3216340","RS Umum Medirossa Cikarang"," Jl. Industri Tegal Gede No.09, Cikarang Selatan Bekasi","JAWA BARAT","Rumah Sakit",-6.298819,107.144997
"460",32,"3216329","RS Umum Permata Cibubur","Jl. Alternatif Cibubur - Cileungsi No. 6A, Kec. Jati Sampurna, Bekasi","JAWA BARAT","Rumah Sakit",-6.375661,106.911003
"461",32,"3216318","RS Umum Hermina Grand Wisata","Jl. Festival Boulevard Blok J A1 No.1 Lambang Sari Tambun Selatan Bekasi","JAWA BARAT","Rumah Sakit",-6.276039,107.043793
"462",32,"3216285","RS Umum St Elisabeth","Jl. Raya Narogong 202 KM.5,Kemang Pratama,Kel. BojongRawa Lumbu, Kec. Rawa Lumbu, Kota Bekasi.","JAWA BARAT","Rumah Sakit",-6.277369,106.990997
"463",32,"3216252","RS Umum Daerah Kab.Bekasi"," Jl. Teuku Umar Cibitung,Bekasi","JAWA BARAT","Rumah Sakit",-6.266789,107.082001
"464",32,"3216218","RS Umum Ananda","Jl. Sultan Agung No. 173, Kec. Medan Satria - Kota Bekasi.","JAWA BARAT","Rumah Sakit",-6.210731,106.976997
"465",32,"3216185","RS Umum Hosana Medica","Jl. BIIE Utama no. 1, Lippo Cikarang","JAWA BARAT","Rumah Sakit",-6.328886,107.128868
"466",32,"3216174","RS Umum Rawa Lumbu","Jl. Dasa Darma 20-23 Bekasi","JAWA BARAT","Rumah Sakit",-6.280597,106.998711
"467",32,"3216163","RS Umum Sentra Medika","Jl. Raya Industri Pasirgombong Cikarang ","JAWA BARAT","Rumah Sakit",-6.259333,107.171974
"468",32,"3216126","RS Umum Annisa","Jl. Cikarang Baru No.31 Cikarang Utara Bekasi","JAWA BARAT","Rumah Sakit",-6.273236,107.173828
"469",32,"3216104","RS Umum Karya Medika","Jl. Imam Bonjol No. 9B","JAWA BARAT","Rumah Sakit",-6.264219,107.068001
"470",32,"3216072","RS Umum Bhakti Husada","Jl. R. E. Martadinata (By Pass) Cikarang - Bekasi","JAWA BARAT","Rumah Sakit",-6.266269,107.141312
"471",32,"3215145","RS Umum Mandaya","Jl. Arteri Tol Karawang  Barat Teluk jambe Karawang","JAWA BARAT","Rumah Sakit",-6.304144,107.277992
"472",32,"3215112","RS Ibu dan Anak Dr. Djoko Pramono","Jl. Panatayuda I No.35, Karawang","JAWA BARAT","Rumah Sakit",-6.306842,107.305603
"473",32,"3215100","RS Umum Delima Asih Sisma Medika","Jl. Wirasaba No.54, Johar - Karawang","JAWA BARAT","Rumah Sakit",-6.3152,107.316002
"474",32,"3215089","RS Umum Saraswati","Jl. Jend. Ahmad Yani No.27, Cikampek, Kab. Karawang","JAWA BARAT","Rumah Sakit",-6.354103,107.459633
"475",32,"3215078","RS Umum Islam Karawang","Jl. Pangkal Perjuangan KM.2, Karawang","JAWA BARAT","Rumah Sakit",-6.28195,107.283501
"476",32,"3215067","RS Umum Proklamasi","Jl. Raya Proklamasi KM. 2 Rengasdengklok, Karawang","JAWA BARAT","Rumah Sakit",-6.201892,106.847015
"477",32,"3215056","RS Umum Karya Husada","Jl. Jend. A.Yani No.98 Cikampek Karawang","JAWA BARAT","Rumah Sakit",-6.40135,107.444
"478",32,"3215045","RS Umum Dewi Sri"," Jl. Arif Rahman Hakim No. 1 A Karawang","JAWA BARAT","Rumah Sakit",-6.304214,107.297752
"479",32,"3215023","RS Umum Bayukarta","Jl. Kertabumi No.44 Karawang","JAWA BARAT","Rumah Sakit",-6.314722,107.317238
"480",32,"3215012","RS Umum Daerah Karawang"," Jl. Galuh Mas Raya No.1, Sukaharja, Teluk Jambe, Karawang","JAWA BARAT","Rumah Sakit",-6.257053,107.322853
"481",32,"3214011","RS Umum Daerah Bayu Asih","Jl. Veteran No. 39 Purwakarta","JAWA BARAT","Rumah Sakit",-6.525947,107.44767
"482",32,"3213032","RS Umum TNI AU Lanud Suryadarma","Komplek TNI AU Lanud Suryadarma Kec. Kalijati Kab. Subang","JAWA BARAT","Rumah Sakit",-6.529267,107.694405
"483",32,"3213021","RS Umum PTPN VIII","Jl. Otto Iskandardinata No.1 Kab. Subang","JAWA BARAT","Rumah Sakit",-6.568036,107.762482
"484",32,"3213010","RS Umum Daerah Subang"," Jl. Brigjen Katamso No. 37 Ciereng","JAWA BARAT","Rumah Sakit",-6.814481,107.949181
"485",32,"3212053","RS Umum Permata Medical Center","Jl. Raya Panyindangan Wetan Kab. Indramayu","JAWA BARAT","Rumah Sakit",-6.392694,108.287544
"486",32,"3212042","RS Umum Bhayangkara Indramayu"," Jl. Raya Pantura Km.73-75 Losarang - Indramayu","JAWA BARAT","Rumah Sakit",-6.382319,108.151634
"487",32,"3212031","RS Umum Daerah M.A. Sentot Patrol","Jl. Raya Patrol Km. 46 Patrol Kab. Indramayu","JAWA BARAT","Rumah Sakit",-6.829183,107.70253
"488",32,"3212016","RS Umum Daerah Kab. Indramayu","Jl. Murah Nara No. 7 Sindang Indramayu","JAWA BARAT","Rumah Sakit",-6.392694,108.287544
"489",32,"3211026","RS Umum Pakuwon","Jl. Raden Dewi Sartika No. 17 Kel. Regol Wetan Kec. Sumedang Selatan Kab. Sumedang Prov. Jabar","JAWA BARAT","Rumah Sakit",-6.857083,107.923759
"490",32,"3211015","RS Umum Daerah Sumedang","Jl. Prabu Geusan Ulun No 41 Jl. Palasari No. 80 Kabupaten Sumedang","JAWA BARAT","Rumah Sakit",-6.858028,107.921074
"491",32,"3210036","RS Bedah Budi Kasih","Jl. Raya Majalengka - Kadipaten Km.7 no 84","JAWA BARAT","Rumah Sakit",-6.765569,108.167465
"492",32,"3210025","RS Umum Daerah Cideres","Jl. Raya Cideres - Kadipaten No. 180 Bojong Cideres Dawuan ","JAWA BARAT","Rumah Sakit",-6.757503,108.196114
"493",32,"3210014","RS Umum Daerah Majalengka"," Jl. Kesehatan No.77 Majalengka","JAWA BARAT","Rumah Sakit",-6.833375,108.233261
"494",32,"3209133","RS Umum Sumber Waras","Jl. Urip Sumoharjo No.5 Ciwaringin, Kab. Cirebon","JAWA BARAT","Rumah Sakit",-6.166628,106.798012
"495",32,"3209040","RS Umum Daerah Arjawinangun","Jl. Palimanan - Jakarta KM. 2 No. 1  Arjawinangun","JAWA BARAT","Rumah Sakit",-6.652844,108.411911
